Merchant_ID,Merchant_Country,Merchant_Language,Merchant_Creation_Timestamp,Merchant_Subscription_Timestamp,Merchant_Days_To_Subscribe,Merchant_Hours_To_Subscribe,Merchant_End_Trial,Merchant_Creation_Year,Merchant_Creation_Month,Merchant_Creation_Day_Of_Week,Merchant_Creation_Time,Merchant_Creation_Time_Period,Merchant_Billing_Country,Merchant_Billing_City,Merchant_Billing_Zip,Merchant_Plan_Offer,Merchant_Plan_Periodicity,Shop_Status,Shop_Name,Shop_ID,Shop_Image_Version,Shop_Existence_Days,Shop_Last_Bo_Connection_Date,Shop_Theme,Shop_Last_Theme_Change_Date,Shop_Products_Count,Shop_Shipping_Methods_Count,Shop_Last_Shipping_Method_Config_Date,Shop_Payment_Methods_Count,Shop_Last_Payment_Method_Config_Date,Shop_Bo_Connections,Shop_Bo_Connections_Last_7_Days,Shop_Bo_Connections_Last_30_Days,Shop_Orders_Count,Shop_Orders_Count_Last_7_Days,Shop_Orders_Count_Last_30_Days,Shop_Last_Order_Date,Shop_Gross_Sales,Shop_Gross_Sales_Last_7_Days,Shop_Gross_Sales_Last_30_Days,Shop_Last_Logo_Change_Date,Shop_Last_Favicon_Change_Date
456,es,es,2017-11-02 07:52:38.000000 UTC,,,,2017-12-02,2017,November,Thursday,08:52,Morning,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Theworldinmyhands,theworldinmyhands,1.7.2.1__1.0.1__20171030-02,40,20171102,classic,,0,1,20171103,4,20171103,1,0,0,0,0,0,,0,0,0,,
467,es,es,2017-11-02 12:31:12.000000 UTC,,,,2017-12-02,2017,November,Thursday,13:31,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Soldier Sport,soldier-sport,1.7.2.1__1.0.1__20171030-02,40,20171102,minimal,,0,1,20171104,4,20171104,1,0,0,0,0,0,,0,0,0,20171102,
469,es,es,2017-11-02 12:36:15.000000 UTC,,,,2017-12-02,2017,November,Thursday,13:36,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,WonkaParadise,wonkaparadise,1.7.2.1__1.0.1__20171030-02,40,20171102,minimal,,0,1,20171103,4,20171103,1,0,0,0,0,0,,0,0,0,,
458,es,es,2017-11-02 09:35:19.000000 UTC,,,,2017-12-02,2017,November,Thursday,10:35,Morning,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Gallardo,gallardo,1.7.2.1__1.0.1__20171030-02,40,20171102,classic,,0,1,20171103,4,20171103,1,0,0,0,0,0,,0,0,0,,
474,es,es,2017-11-02 12:44:15.000000 UTC,,,,2017-12-02,2017,November,Thursday,13:44,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,IN.LOVE,inlove,1.7.2.1__1.0.1__20171030-02,40,20171102,lifestyle,,0,1,20171103,4,20171103,1,0,0,0,0,0,,0,0,0,,
553,es,es,2017-11-02 15:26:00.000000 UTC,,,,2017-12-02,2017,November,Thursday,16:26,Day,es,Sant Feliu de Codines,8182,Trial,Unknown,disabled,MonPetitBijoux,monpetitbijoux,1.7.2.1__1.0.1__20171030-02,40,20171102,classic,,0,1,20171104,4,20171104,1,0,0,0,0,0,,0,0,0,,
470,es,es,2017-11-02 12:46:19.000000 UTC,,,,2017-12-02,2017,November,Thursday,13:46,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Music@lier,musicalier,1.7.2.1__1.0.1__20171030-02,40,20171102,classic,,0,1,20171104,4,20171104,1,0,0,0,0,0,,0,0,0,,
468,es,es,2017-11-02 12:31:48.000000 UTC,,,,2017-12-02,2017,November,Thursday,13:31,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,bitteroci_,bitteroci,1.7.2.1__1.0.1__20171030-02,40,20171102,classic,,0,1,20171104,4,20171104,1,0,0,0,0,0,,0,0,0,,
558,es,es,2017-11-02 17:59:07.000000 UTC,,,,2017-12-02,2017,November,Thursday,18:59,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Ropa guapa,ropa-guapa,1.7.2.1__1.0.1__20171030-02,40,20171102,classic,,0,1,20171104,4,20171104,1,0,0,0,0,0,,0,0,0,,
442,es,es,2017-11-01 14:57:55.000000 UTC,,,,2017-12-01,2017,November,Wednesday,15:57,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,NdPárami,ndparami,1.7.2.1__1.0.1__20171030-02,41,20171101,minimal,,0,1,20171103,4,20171103,1,0,0,0,0,0,,0,0,0,,
435,es,es,2017-10-31 23:14:19.000000 UTC,,,,2017-11-30,2017,November,Wednesday,00:14,Night,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Incloset,incloset,1.7.2.1__1.0.1__20171030-02,41,20171101,classic,,0,1,20171102,4,20171102,1,0,0,0,0,0,,0,0,0,,
440,es,es,2017-11-01 14:47:51.000000 UTC,,,,2017-12-01,2017,November,Wednesday,15:47,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,tramuntanarepublik,tramuntanarepublik,1.7.2.1__1.0.1__20171030-02,41,20171101,classic,,0,1,20171103,4,20171103,1,0,0,0,0,0,,0,0,0,,
443,es,es,2017-11-01 17:07:32.000000 UTC,,,,2017-12-01,2017,November,Wednesday,18:07,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Rincon del aeromodelista,rincon-del-aeromodelista,1.7.2.1__1.0.1__20171030-02,41,20171101,classic,,1,1,20171103,4,20171103,1,0,0,0,0,0,,0,0,0,,
455,es,es,2017-11-01 22:14:44.000000 UTC,,,,2017-12-01,2017,November,Wednesday,23:14,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Dearca,dearca,1.7.2.1__1.0.1__20171030-02,41,20171101,lifestyle,,0,1,20171103,4,20171103,1,0,0,0,0,0,,0,0,0,20171101,
406,es,es,2017-10-31 12:28:43.000000 UTC,,,,2017-11-30,2017,October,Tuesday,13:28,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,movilandmovil,movilandmovil,1.7.2.1__1.0.1__20171030-02,42,20171031,classic,,0,1,20171102,4,20171102,1,0,0,0,0,0,,0,0,0,,
519,es,es,2017-10-31 19:19:47.000000 UTC,,,,2017-11-30,2017,October,Tuesday,20:19,Evening,es,Alicante,3001,Trial,Unknown,disabled,B2Bu,b2bu,1.7.2.1__1.0.1__20171030-02,42,20171031,lifestyle,,0,1,20171102,4,20171102,1,0,0,0,0,0,,0,0,0,,
417,es,es,2017-10-31 15:48:58.000000 UTC,,,,2017-11-30,2017,October,Tuesday,16:48,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,wegoibiza,wegoibiza,1.7.2.1__1.0.1__20171030-02,42,20171031,classic,,0,1,20171102,4,20171102,1,0,0,0,0,0,,0,0,0,,
405,es,es,2017-10-31 12:28:09.000000 UTC,,,,2017-11-30,2017,October,Tuesday,13:28,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Hermanitaskustomstyle,hermanitaskustomstyle,1.7.2.1__1.0.1__20171030-02,42,20171031,classic,,0,1,20171101,4,20171101,1,0,0,0,0,0,,0,0,0,,
415,es,es,2017-10-31 15:52:04.000000 UTC,,,,2017-11-30,2017,October,Tuesday,16:52,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Marianasoap,marianasoap,1.7.2.1__1.0.1__20171030-02,42,20171031,classic,,0,1,20171102,4,20171102,1,0,0,0,0,0,,0,0,0,,
418,es,es,2017-10-31 15:47:02.000000 UTC,,,,2017-11-30,2017,October,Tuesday,16:47,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,iMoobile,imoobile,1.7.2.1__1.0.1__20171030-02,42,20171031,classic,,0,1,20171101,4,20171101,1,0,0,0,0,0,,0,0,0,,
407,es,es,2017-10-31 12:25:12.000000 UTC,,,,2017-11-30,2017,October,Tuesday,13:25,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,tusexshoperotico,tusexshoperotico,1.7.2.1__1.0.1__20171030-02,42,20171031,classic,,0,1,20171101,4,20171101,1,0,0,0,0,0,,0,0,0,,
426,es,es,2017-10-31 16:37:41.000000 UTC,,,,2017-11-30,2017,October,Tuesday,17:37,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Baboon Clothing,baboon-clothing,1.7.2.1__1.0.1__20171030-02,42,20171031,classic,,0,1,20171102,4,20171102,1,0,0,0,0,0,,0,0,0,,
416,es,es,2017-10-31 15:40:11.000000 UTC,,,,2017-11-30,2017,October,Tuesday,16:40,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,snap,snap,1.7.2.1__1.0.1__20171030-02,42,20171031,classic,,0,1,20171101,4,20171101,1,0,0,0,0,0,,0,0,0,,
423,es,es,2017-10-31 16:30:32.000000 UTC,,,,2017-11-30,2017,October,Tuesday,17:30,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Dmueble,dmueble,1.7.2.1__1.0.1__20171030-02,42,20171031,minimal,,0,1,20171102,4,20171102,1,0,0,0,0,0,,0,0,0,,
430,es,es,2017-10-31 20:08:47.000000 UTC,,,,2017-11-30,2017,October,Tuesday,21:08,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,MobilePlanet,mobileplanet,1.7.2.1__1.0.1__20171030-02,42,20171031,classic,,0,1,20171102,4,20171102,1,0,0,0,0,0,,0,0,0,,
431,es,es,2017-10-31 21:24:32.000000 UTC,,,,2017-11-30,2017,October,Tuesday,22:24,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,ROPA PARA LOS MÁS PEQUES,ropa-para-los-mas-peques,1.7.2.1__1.0.1__20171030-02,42,20171031,classic,,0,1,20171102,4,20171102,1,0,0,0,0,0,,0,0,0,,
399,es,es,2017-10-30 18:28:07.000000 UTC,,,,2017-11-29,2017,October,Monday,19:28,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Tu Ropa Vigo,turopavigo,1.7.2.1__1.0.1__20171030-02,43,20171030,classic,,0,1,20171031,4,20171031,1,0,0,0,0,0,,0,0,0,,
397,es,es,2017-10-30 17:42:10.000000 UTC,,,,2017-11-29,2017,October,Monday,18:42,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,tulearnweb,tulearnweb,1.7.2.1__1.0.1__20171030-02,43,20171030,classic,,0,1,20171101,4,20171101,1,0,0,0,0,0,,0,0,0,,
392,es,es,2017-10-30 17:00:45.000000 UTC,,,,2017-11-29,2017,October,Monday,18:00,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Paco,paco,1.7.2.1__1.0.1__20171030-02,43,20171030,classic,,0,1,20171101,4,20171101,1,0,0,0,0,0,,0,0,0,,
398,es,es,2017-10-30 18:28:58.000000 UTC,,,,2017-11-29,2017,October,Monday,19:28,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,marketingonline20,marketingonline20,1.7.2.1__1.0.1__20171030-02,43,20171030,classic,,0,1,20171101,4,20171101,1,0,0,0,0,0,,0,0,0,,
393,es,es,2017-10-30 16:27:38.000000 UTC,,,,2017-11-29,2017,October,Monday,17:27,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,acj,acj,1.7.2.1__1.0.1__20171030-02,43,20171030,classic,,0,1,20171101,4,20171101,1,0,0,0,0,0,,0,0,0,,
379,es,es,2017-10-29 19:54:08.000000 UTC,,,,2017-11-28,2017,October,Sunday,20:54,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,PONTEPDRIÑA,pontepdrina,1.7.2.1__1.0.1__20171030-02,44,20171029,classic,,0,1,20171031,4,20171031,1,0,0,0,0,0,,0,0,0,,
374,es,es,2017-10-29 12:45:57.000000 UTC,,,,2017-11-28,2017,October,Sunday,13:45,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,HARITZ,haritz,1.7.2.1__1.0.1__20171030-02,44,20171029,classic,,1,1,20171030,4,20171031,1,0,0,0,0,0,,0,0,0,,
368,es,es,2017-10-29 09:22:23.000000 UTC,,,,2017-11-28,2017,October,Sunday,10:22,Morning,Unknown,Unknown,Unknown,Trial,Unknown,disabled,EstéticaAsunción,esteticaasuncion,1.7.2.1__1.0.1__20171030-02,44,20171029,classic,,0,1,20171030,4,20171031,1,0,0,0,0,0,,0,0,0,,
377,es,es,2017-10-29 18:07:23.000000 UTC,,,,2017-11-28,2017,October,Sunday,19:07,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Prueba,pruebadexemi,1.7.2.1__1.0.1__20171030-02,44,20171029,classic,,0,1,20171031,4,20171101,1,0,0,0,0,0,,0,0,0,,
369,es,es,2017-10-29 09:30:17.000000 UTC,,,,2017-11-28,2017,October,Sunday,10:30,Morning,Unknown,Unknown,Unknown,Trial,Unknown,disabled,tanbur,tanbur,1.7.2.1__1.0.1__20171030-02,44,20171029,classic,,0,1,20171031,4,20171101,1,0,0,0,0,0,,0,0,0,,
367,es,es,2017-10-29 08:22:35.000000 UTC,,,,2017-11-28,2017,October,Sunday,09:22,Morning,Unknown,Unknown,Unknown,Trial,Unknown,disabled,eltallerdelmaestro,eltallerdelmaestro,1.7.2.1__1.0.1__20171030-02,44,20171029,classic,,0,1,20171030,4,20171101,1,0,0,0,0,0,,0,0,0,20171029,
361,es,es,2017-10-28 14:24:21.000000 UTC,,,,2017-11-27,2017,October,Saturday,16:24,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Ramón Gil,ramon-gil,1.7.2.1__1.0.1__20171030-02,45,20171028,classic,,0,1,20171029,4,20171031,1,0,0,0,0,0,,0,0,0,,
360,es,es,2017-10-28 13:29:49.000000 UTC,,,,2017-11-27,2017,October,Saturday,15:29,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,JustK9,justk9,1.7.2.1__1.0.1__20171030-02,45,20171028,classic,,0,1,20171030,4,20171101,1,0,0,0,0,0,,0,0,0,20171028,20171028
359,es,es,2017-10-28 11:49:06.000000 UTC,,,,2017-11-27,2017,October,Saturday,13:49,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,pruebacms,pruebacms,1.7.2.1__1.0.1__20171030-02,45,20171028,classic,,0,1,20171030,4,20171104,1,0,0,0,0,0,,0,0,0,,
363,es,es,2017-10-28 17:26:46.000000 UTC,,,,2017-11-27,2017,October,Saturday,19:26,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Bambues,bambues,1.7.2.1__1.0.1__20171030-02,45,20171028,classic,,0,1,20171030,4,20171031,1,0,0,0,0,0,,0,0,0,,
356,es,es,2017-10-28 04:31:28.000000 UTC,,,,2017-11-27,2017,October,Saturday,06:31,Morning,Unknown,Unknown,Unknown,Trial,Unknown,disabled,MandalaIbiza,mandalaibiza,1.7.2.1__1.0.1__20171030-02,45,20171028,classic,,0,1,20171029,4,20171101,1,0,0,0,0,0,,0,0,0,,
341,es,es,2017-10-27 11:42:10.000000 UTC,,,,2017-11-26,2017,October,Friday,13:42,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Shimanobikeshop,shimanobikeshop,1.7.2.1__1.0.1__20171030-02,46,20171027,classic,,0,1,20171029,4,20171101,1,0,0,0,0,0,,0,0,0,,
337,es,es,2017-10-27 09:19:38.000000 UTC,,,,2017-11-26,2017,October,Friday,11:19,Morning,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Enetic,enetic,1.7.2.1__1.0.1__20171030-02,46,20171102,classic,,0,1,20171028,4,20171031,1,0,0,0,0,0,,0,0,0,,
343,es,es,2017-10-27 13:47:28.000000 UTC,,,,2017-11-26,2017,October,Friday,15:47,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Sr.ZubyTv,srzubytv,1.7.2.1__1.0.1__20171030-02,46,20171027,classic,,0,1,20171029,4,20171101,1,0,0,0,0,0,,0,0,0,,
336,es,es,2017-10-27 09:11:58.000000 UTC,,,,2017-11-26,2017,October,Friday,11:11,Morning,Unknown,Unknown,Unknown,Trial,Unknown,disabled,prueba,prueba,1.7.2.1__1.0.1__20171030-02,46,20171027,classic,,0,1,20171028,4,20171031,1,0,0,0,0,0,,0,0,0,,
351,es,es,2017-10-27 17:08:30.000000 UTC,,,,2017-11-26,2017,October,Friday,19:08,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,foto agencia,foto-agencia,1.7.2.1__1.0.1__20171030-02,46,20171027,classic,,0,1,20171028,4,20171031,1,0,0,0,0,0,,0,0,0,,
349,es,es,2017-10-27 15:28:21.000000 UTC,,,,2017-11-26,2017,October,Friday,17:28,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Paperbyalex,paperbyalex,1.7.2.1__1.0.1__20171030-02,46,20171027,classic,,0,1,20171029,4,20171101,1,0,0,0,0,0,,0,0,0,20171027,
347,es,es,2017-10-27 15:58:34.000000 UTC,,,,2017-11-26,2017,October,Friday,17:58,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,wonder,wonder,1.7.2.1__1.0.1__20171030-02,46,20171027,classic,,1,1,20171029,4,20171101,1,0,0,0,0,0,,0,0,0,20171027,
335,es,es,2017-10-27 09:16:36.000000 UTC,,,,2017-11-26,2017,October,Friday,11:16,Morning,Unknown,Unknown,Unknown,Trial,Unknown,disabled,isaacbosch,isaacbosch,1.7.2.1__1.0.1__20171030-02,46,20171027,classic,,0,1,20171028,4,20171031,1,0,0,0,0,0,,0,0,0,,
348,es,es,2017-10-27 15:56:04.000000 UTC,,,,2017-11-26,2017,October,Friday,17:56,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,MISEMIYA,misemiya,1.7.2.1__1.0.1__20171030-02,46,20171027,classic,,0,1,20171029,4,20171031,1,0,0,0,0,0,,0,0,0,,
340,es,es,2017-10-27 10:43:52.000000 UTC,,,,2017-11-26,2017,October,Friday,12:43,Day,Unknown,Unknown,Unknown,Trial,Unknown,disabled,PepeleriaWendy,pepeleriawendy,1.7.2.1__1.0.1__20171030-02,46,20171027,classic,,0,1,20171029,4,20171101,1,0,0,0,0,0,,0,0,0,,
322,es,es,2017-10-26 17:13:39.000000 UTC,,,,2017-11-25,2017,October,Thursday,19:13,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,La Lokura,la-lokura,1.7.2.1__1.0.1__20171030-02,47,20171026,classic,,1,2,20171027,4,20171031,1,0,0,0,0,0,,0,0,0,20171026,
325,es,es,2017-10-26 18:14:20.000000 UTC,,,,2017-11-25,2017,October,Thursday,20:14,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,OFERTIENDA2017,ofertienda2017,1.7.2.1__1.0.1__20171030-02,47,20171026,classic,,0,1,20171028,4,20171101,1,0,0,0,0,0,,0,0,0,,
324,es,es,2017-10-26 18:57:04.000000 UTC,,,,2017-11-25,2017,October,Thursday,20:57,Evening,Unknown,Unknown,Unknown,Trial,Unknown,disabled,Dona tu tiempo,dona-tu-tiempo,1.7.2.1__1.0.1__20171030-02,47,20171026,classic,,0,1,20171028,4,20171031,1,0,0,0,0,0,,0,0,0,,
2600,fr,fr,2017-12-12 18:08:28.000000 UTC,,,,2018-01-11,2017,December,Tuesday,19:08,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,SACUIR,sacuir,1.7.2.4__1.1.0__20171205,0,20171212,,,0,0,,0,,2,2,2,0,0,0,,0,0,0,,
2593,fr,fr,2017-12-12 15:19:53.000000 UTC,,,,2018-01-11,2017,December,Tuesday,16:19,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,urban trappeur,urban-trappeur,1.7.2.4__1.1.0__20171205,0,20171212,lifestyle,,0,0,,0,,2,2,2,0,0,0,,0,0,0,,
2587,it,it,2017-12-12 14:48:21.000000 UTC,,,,2018-01-11,2017,December,Tuesday,15:48,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Sassoni S.N.C.,sassoni-snc,1.7.2.4__1.1.0__20171205,0,20171212,,,0,0,,0,,2,2,2,0,0,0,,0,0,0,,
2560,es,es,2017-12-11 15:14:07.000000 UTC,,,,2018-01-10,2017,December,Monday,16:14,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Consulting de Formación Extremadura,consulting-de-formacion-extremad,1.7.2.4__1.1.0__20171205,1,20171211,shopping,,0,1,20171212,4,20171212,2,2,2,0,0,0,,0,0,0,,
2561,es,es,2017-12-11 15:18:26.000000 UTC,,,,2018-01-10,2017,December,Monday,16:18,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,A perfect day,a-perfect-day,1.7.2.4__1.1.0__20171205,1,20171211,classic,,1,0,,0,,2,2,2,0,0,0,,0,0,0,,
2542,fr,fr,2017-12-11 09:48:51.000000 UTC,,,,2018-01-10,2017,December,Monday,10:48,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,NOLA,nola,1.7.2.4__1.1.0__20171205,1,20171211,lifestyle,20171211,0,1,20171212,4,20171212,2,2,2,0,0,0,,0,0,0,,
2562,es,es,2017-12-11 15:44:37.000000 UTC,,,,2018-01-10,2017,December,Monday,16:44,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Cycleando,cycleando,1.7.2.4__1.1.0__20171205,1,20171211,shopping,,0,1,20171212,4,20171212,2,2,2,0,0,0,,0,0,0,20171211,
2538,es,es,2017-12-11 08:11:18.000000 UTC,,,,2018-01-10,2017,December,Monday,09:11,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,prueba1luxury,prueba1luxury,1.7.2.4__1.1.0__20171129,1,20171211,shopping,,0,1,20171212,4,20171212,2,2,2,0,0,0,,0,0,0,,
2570,es,es,2017-12-11 19:25:14.000000 UTC,,,,2018-01-10,2017,December,Monday,20:25,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,coolpa,coolpame,1.7.2.4__1.1.0__20171205,1,20171211,minimal,,0,0,,0,,2,2,2,0,0,0,,0,0,0,20171211,
2553,it,it,2017-12-11 13:21:11.000000 UTC,,,,2018-01-10,2017,December,Monday,14:21,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Italian Luxury Wood,italian-luxury-wood,1.7.2.4__1.1.0__20171205,1,20171211,minimal,,0,1,20171212,4,20171212,2,2,2,0,0,0,,0,0,0,20171211,
2497,fr,fr,2017-12-10 11:05:12.000000 UTC,,,,2018-01-09,2017,December,Sunday,12:05,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,RadiPatisserie,radipatisserie,1.7.2.4__1.1.0__20171129,2,20171210,minimal,,0,1,20171212,4,20171212,2,2,2,0,0,0,,0,0,0,20171210,
2521,es,es,2017-12-10 18:14:19.000000 UTC,,,,2018-01-09,2017,December,Sunday,19:14,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Mi tienda de practicas,mi-tienda-de-practicas,1.7.2.4__1.1.0__20171129,2,20171211,classic,,0,1,20171212,4,20171212,2,2,2,0,0,0,,0,0,0,,
2508,fr,fr,2017-12-10 14:26:53.000000 UTC,,,,2018-01-09,2017,December,Sunday,15:26,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,sport&co,sportandco,1.7.2.4__1.1.0__20171129,2,20171210,shopping,,0,1,20171212,4,20171212,2,2,2,0,0,0,,0,0,0,,
2526,fr,fr,2017-12-10 20:25:01.000000 UTC,,,,2018-01-09,2017,December,Sunday,21:25,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Progcrea,progcrea,1.7.2.4__1.1.0__20171129,2,20171210,lifestyle,,0,0,,4,20171212,2,2,2,0,0,0,,0,0,0,,
2528,es,es,2017-12-10 21:55:52.000000 UTC,,,,2018-01-09,2017,December,Sunday,22:55,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,leila'shopper,leilashopper,1.7.2.4__1.1.0__20171129,2,20171210,classic,,0,1,20171212,4,20171212,2,2,2,0,0,0,,0,0,0,,
2502,fr,fr,2017-12-10 11:49:54.000000 UTC,,,,2018-01-09,2017,December,Sunday,12:49,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,KoreaTownShop,koreatownshop,1.7.2.4__1.1.0__20171129,2,20171210,shopping,,0,1,20171212,4,20171212,2,2,2,0,0,0,,0,0,0,20171210,
2489,fr,fr,2017-12-10 00:33:04.000000 UTC,,,,2018-01-09,2017,December,Sunday,01:33,Night,Unknown,Unknown,Unknown,Trial,Unknown,created,bandazai,bandazai,1.7.2.4__1.1.0__20171129,2,20171210,minimal,,0,1,20171211,4,20171211,2,2,2,0,0,0,,0,0,0,,
2499,fr,fr,2017-12-10 12:01:19.000000 UTC,,,,2018-01-09,2017,December,Sunday,13:01,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,BigUpMarkets,bigupmarkets,1.7.2.4__1.1.0__20171129,2,20171212,classic,,0,1,20171211,4,20171211,2,2,2,0,0,0,,0,0,0,,
2503,es,es,2017-12-10 12:41:17.000000 UTC,,,,2018-01-09,2017,December,Sunday,13:41,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,curso,curso,1.7.2.4__1.1.0__20171129,2,20171210,classic,,0,1,20171211,4,20171211,2,2,2,0,0,0,,0,0,0,,
2471,it,it,2017-12-09 13:51:05.000000 UTC,,,,2018-01-08,2017,December,Saturday,14:51,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,d.a.srlsingrosso- dettaglio,dasrlsingrosso-dettaglio,1.7.2.4__1.1.0__20171129,3,20171210,classic,,0,1,20171210,4,20171210,2,2,2,0,0,0,,0,0,0,,
2479,fr,fr,2017-12-09 16:09:33.000000 UTC,,,,2018-01-08,2017,December,Saturday,17:09,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,BORAMIRI,boramiri,1.7.2.4__1.1.0__20171129,3,20171209,minimal,,0,1,20171211,4,20171211,2,2,2,0,0,0,,0,0,0,,
2465,es,es,2017-12-09 12:19:07.000000 UTC,,,,2018-01-08,2017,December,Saturday,13:19,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Productos de Cannabis,productos-de-cannabis,1.7.2.4__1.1.0__20171129,3,20171209,lifestyle,,0,1,20171211,4,20171211,2,2,2,0,0,0,,0,0,0,20171209,
2480,fr,fr,2017-12-09 16:35:48.000000 UTC,,,,2018-01-08,2017,December,Saturday,17:35,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Omrane,omrane,1.7.2.4__1.1.0__20171129,3,20171211,classic,,1,1,20171210,4,20171210,2,2,2,0,0,0,,0,0,0,,
2469,fr,fr,2017-12-09 12:29:36.000000 UTC,,,,2018-01-08,2017,December,Saturday,13:29,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,youtubeincreaser,youtubeincreaser,1.7.2.4__1.1.0__20171129,3,20171209,classic,,1,1,20171210,4,20171210,2,2,2,0,0,0,,0,0,0,,
2486,fr,fr,2017-12-09 21:21:12.000000 UTC,,,,2018-01-08,2017,December,Saturday,22:21,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Les bijoux de Tal,les-bijoux-de-tal,1.7.2.4__1.1.0__20171129,3,20171210,shopping,,0,1,20171211,4,20171211,2,2,2,0,0,0,,0,0,0,,
2483,es,es,2017-12-09 17:44:25.000000 UTC,,,,2018-01-08,2017,December,Saturday,18:44,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Flexidea,flexidea,1.7.2.4__1.1.0__20171129,3,20171209,minimal,,0,1,20171211,4,20171211,2,2,2,0,0,0,,0,0,0,,
2413,es,es,2017-12-08 10:11:52.000000 UTC,,,,2018-01-07,2017,December,Friday,11:11,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,HARDWAREWORLD,hardwareworld,1.7.2.4__1.1.0__20171129,4,20171208,shopping,,0,1,20171209,4,20171209,2,2,2,0,0,0,,0,0,0,20171208,20171208
2437,fr,fr,2017-12-08 16:55:08.000000 UTC,,,,2018-01-07,2017,December,Friday,17:55,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Legio Imperium,legio-imperium,1.7.2.4__1.1.0__20171129,4,20171208,lifestyle,,0,1,20171210,4,20171210,2,2,2,0,0,0,,0,0,0,20171208,
